Branch,Process,Unit,Equipment Model,Equipment,Operator,Engine On (h),Average RPM,Effective Average Speed (km/h),Average Consumption (l/h),Average Consumption (l/ha)
CAPINÓPOLIS - MG,VINHACA ENRIQ- 1 APLICACAO,84 - FRENTE TRATOS,TRATOR JOHN DEERE 7230J,62229 - TRATOR JOHN DEERE 7230J,999999 - OPERADOR GENÉRICO,65.8,1605.4,5.4,9.69,58.18
CAPINÓPOLIS - MG,VINHACA - 1 APLICACAO,361 - LOCALIZADA,TRATOR JOHN DEERE 7230J,62219 - TRATOR JOHN DEERE 7230J,601707 - DALTON LUIS FERREIRA BARBOSA,65.5,1646.6,4.5,11.18,
CAPINÓPOLIS - MG,* NÃO DEFINIDO *,81 - Frente 1,TRATOR JOHN DEERE 7230J,62243 - TRATOR JOHN DEERE 7230J,601047 - LINCOLN VIANA,65.2,1624.2,7.4,17.04,
CAPINÓPOLIS - MG,GRADAGEM PESADA,141 - CAPINÓPOLIS - FRENTE PREPARO DE SOLO,TRATOR JOHN DEERE 7230J,62229 - TRATOR JOHN DEERE 7230J,600740 - DOUGLAS MALDONATTO DOS SANTOS,65.1,1842.5,4.8,19.18,130.63
CAPINÓPOLIS - MG,PLANTIO MECANIZADO,261 - PLANTIO PLANTADEIRA,TRATOR JOHN DEERE 7230J,62240 - TRATOR JOHN DEERE 7230J,600765 - RODRIGO GOMES VILARINHO,64.9,2006.6,5.7,17.02,49.42
CAPINÓPOLIS - MG,SEMEIO MEC PLANTADEIRA,262 - PLANTIO DISTRIBUIDORA,TRATOR JOHN DEERE 6190J,62254 - TRATOR JOHN DEERE 6190J,359236 - FERNANDO GONCALVES DE SOUZA,64.9,1626.2,6.6,12.52,17.91
CAPINÓPOLIS - MG,COLHEITA MEC CANA PICADA - MOAGEM,181 - COLHEITA DE MUDA,COLHEDORA JOHN DEERE CH570,62506 - COLHEDORA JOHN DEERE CH570,600167 - BRUNO HENRIQUE OLIVEIRA SANTOS,64.5,2085.6,2.5,30.04,148.56
CAPINÓPOLIS - MG,AGUA - 1 APLICACAO,301 - TRATORES,TRATOR JOHN DEERE 7230J,62233 - TRATOR JOHN DEERE 7230J,600765 - RODRIGO GOMES VILARINHO,64.5,1674.5,4.6,8.64,
CAPINÓPOLIS - MG,SEMEIO MEC PLANTADEIRA,262 - PLANTIO DISTRIBUIDORA,TRATOR JOHN DEERE 6190J,62256 - TRATOR JOHN DEERE 6190J,601133 - MARCONE TOMAZ FLAUSINO FRANCO,64.4,1732.5,6.2,13.54,
CAPINÓPOLIS - MG,GRADAGEM PESADA,142 - PREPARO DE SOLO,TRATOR JOHN DEERE 7230J,62227 - TRATOR JOHN DEERE 7230J,999999 - OPERADOR GENÉRICO,64.4,1774.0,5.5,19.46,29.48
CAPINÓPOLIS - MG,SEMEIO MEC PLANTADEIRA,161 - PLANTIO MECANIZADO,TRATOR JOHN DEERE 6190J,62220 - TRATOR JOHN DEERE 6190J,601068 - GIL CLEBER FREITAS SANTOS,64.3,1902.1,5.0,11.74,38.12
CAPINÓPOLIS - MG,COLHEITA MEC CANA PICADA - MOAGEM,81 - Frente 1,COLHEDORA JOHN DEERE CH570,62504 - COLHEDORA JOHN DEERE CH570,600260 - JONES DOS SANTOS FARIAS,64.2,1932.1,4.1,32.69,86.28
CAPINÓPOLIS - MG,APOIO LIMPEZA AREA - PLANTIO,142 - PREPARO DE SOLO,TRATOR JOHN DEERE 7230J,62246 - TRATOR JOHN DEERE 7230J,600401 - GENIVALDO MESSIAS DOS SANTOS,64.1,1895.3,5.6,23.89,
CAPINÓPOLIS - MG,COLHEITA MEC CANA PICADA - MOAGEM,83 - Frente 3,COLHEDORA JOHN DEERE CH570,62506 - COLHEDORA JOHN DEERE CH570,600293 - CICERO MESSIAS DE OLIVEIRA,63.9,1807.6,3.9,33.04,102.51
CAPINÓPOLIS - MG,* NÃO DEFINIDO *,82 - Frente 2,TRATOR JOHN DEERE 7230J,62246 - TRATOR JOHN DEERE 7230J,359784 - DENILSON SILVA MOTA,63.8,,,14.91,
CAPINÓPOLIS - MG,SUBSOLAGEM,142 - PREPARO DE SOLO,TRATOR JOHN DEERE 7230J,62242 - TRATOR JOHN DEERE 7230J,359609 - VERINALDO DOS SANTOS SILVA,63.6,1719.4,5.1,19.89,34.65
CAPINÓPOLIS - MG,COLHEITA MEC CANA PICADA - MOAGEM,82 - Frente 2,COLHEDORA JOHN DEERE CH570,62505 - COLHEDORA JOHN DEERE CH570,359266 - FRANCISCO DE ASSIS DE CASTRO SILVA,63.5,2045.4,3.8,33.11,94.34
CAPINÓPOLIS - MG,PLANTIO MECANIZADO,161 - PLANTIO MECANIZADO,TRATOR JOHN DEERE 7230J,62236 - TRATOR JOHN DEERE 7230J,359619 - UANDERSON UOSHINTON BATISTA,63.3,1904.7,4.9,16.71,49.45
CAPINÓPOLIS - MG,SUBSOLAGEM,142 - PREPARO DE SOLO,TRATOR JOHN DEERE 7230J,52203 - TRATOR JOHN DEERE 7230J,601044 - ANGELO GABRIEL DA SILVA SOUZA,63.2,1612.9,5.5,20.15,27.43
CAPINÓPOLIS - MG,SUBSOLAGEM,141 - CAPINÓPOLIS - FRENTE PREPARO DE SOLO,TRATOR JOHN DEERE 7230J,62229 - TRATOR JOHN DEERE 7230J,600765 - RODRIGO GOMES VILARINHO,63.1,1850.8,5.1,16.82,
CAPINÓPOLIS - MG,* NÃO DEFINIDO *,201 - FRENTE 4,COLHEDORA JOHN DEERE CH570,62513 - COLHEDORA JOHN DEERE CH570,'-1 - * não definido *,62.9,1886.9,4.4,32.07,
CAPINÓPOLIS - MG,SUBSOLAGEM,141 - CAPINÓPOLIS - FRENTE PREPARO DE SOLO,TRATOR JOHN DEERE 7230J,62229 - TRATOR JOHN DEERE 7230J,359880 - JOAQUIM CARLOS SANTOS,62.9,1784.9,5.4,12.85,479.18
CAPINÓPOLIS - MG,GRADAGEM PESADA,182 - PREPARO DE SOLO,TRATOR JOHN DEERE 7230J,62249 - TRATOR JOHN DEERE 7230J,600401 - GENIVALDO MESSIAS DOS SANTOS,62.9,1795.1,5.8,19.14,84.97
CAPINÓPOLIS - MG,PLANTIO MECANIZADO,161 - PLANTIO MECANIZADO,TRATOR JOHN DEERE 7230J,62252 - TRATOR JOHN DEERE 7230J,359266 - FRANCISCO DE ASSIS DE CASTRO SILVA,62.8,1979.7,5.9,18.13,62.74
CAPINÓPOLIS - MG,SEMEIO MEC PLANTADEIRA,161 - PLANTIO MECANIZADO,TRATOR JOHN DEERE 6190J,62220 - TRATOR JOHN DEERE 6190J,359653 - GENIVALDO DA SILVA QUEIROZ,62.8,1909.4,4.7,10.04,49.42
CAPINÓPOLIS - MG,SULCAGEM,263 - SULCADOR,TRATOR JOHN DEERE 7230J,62242 - TRATOR JOHN DEERE 7230J,359697 - EMERSON APARECIDO MENEZES DA SILVA,62.5,1693.9,6.0,14.78,63.28
CAPINÓPOLIS - MG,COLHEITA MEC CANA PICADA - MOAGEM,81 - Frente 1,COLHEDORA JOHN DEERE CH570,62504 - COLHEDORA JOHN DEERE CH570,359256 - ALEXANDRE OLIONES NOGUEIRA SILVA,62.3,1905.6,3.9,33.08,94.16
CAPINÓPOLIS - MG,COLHEITA MEC CANA PICADA - PLANTIO,181 - COLHEITA DE MUDA,COLHEDORA JOHN DEERE CH570,62505 - COLHEDORA JOHN DEERE CH570,359887 - WILLIAM ANTONIO FERREIRA,62.3,2069.2,2.5,37.22,142.78
CAPINÓPOLIS - MG,SEMEIO MEC PLANTADEIRA,262 - PLANTIO DISTRIBUIDORA,TRATOR JOHN DEERE 6190J,62217 - TRATOR JOHN DEERE 6190J,601313 - LUCAS HENRIQUE GARCEZ,62.2,1614.0,4.9,9.10,25.70
CAPINÓPOLIS - MG,PLANTIO MECANIZADO,161 - PLANTIO MECANIZADO,TRATOR JOHN DEERE 7230J,62219 - TRATOR JOHN DEERE 7230J,359357 - JOSE CARLOS DE ARAUJO SILVA,62.1,1763.4,5.4,15.11,72.11
CAPINÓPOLIS - MG,COLHEITA MEC CANA PICADA - MOAGEM,81 - Frente 1,COLHEDORA JOHN DEERE CH570,62516 - COLHEDORA JOHN DEERE CH570,601171 - CLEIBER CARLOS SILVA,62.1,2114.8,4.3,40.24,1044.12
CAPINÓPOLIS - MG,COLHEITA MEC CANA PICADA - MOAGEM,341 - FRENTE 5,COLHEDORA JOHN DEERE CH570,62516 - COLHEDORA JOHN DEERE CH570,601504 - JOSE DA SILVA,62.1,1896.5,4.5,32.90,74.44
CAPINÓPOLIS - MG,SEMEIO MEC PLANTADEIRA,161 - PLANTIO MECANIZADO,TRATOR JOHN DEERE 6190J,62239 - TRATOR JOHN DEERE 6190J,359880 - JOAQUIM CARLOS SANTOS,61.9,1706.9,5.1,10.68,37.16
CAPINÓPOLIS - MG,COLHEITA MEC CANA PICADA - MOAGEM,81 - Frente 1,COLHEDORA JOHN DEERE CH570,62519 - COLHEDORA JOHN DEERE CH570,'-1 - * não definido *,61.8,1857.4,4.8,33.74,237.52
CAPINÓPOLIS - MG,SUBSOLAGEM,82 - Frente 2,TRATOR JOHN DEERE 7230J,62228 - TRATOR JOHN DEERE 7230J,'-1 - * não definido *,61.7,,,10.46,
CAPINÓPOLIS - MG,GRADAGEM PESADA,141 - CAPINÓPOLIS - FRENTE PREPARO DE SOLO,TRATOR JOHN DEERE 7230J,62247 - TRATOR JOHN DEERE 7230J,600401 - GENIVALDO MESSIAS DOS SANTOS,61.6,,,14.49,
CAPINÓPOLIS - MG,SEMEIO MEC PLANTADEIRA,262 - PLANTIO DISTRIBUIDORA,TRATOR JOHN DEERE 6190J,62256 - TRATOR JOHN DEERE 6190J,601127 - ANTONIO BATISTA NASCIMENTO,61.3,1529.1,6.5,10.43,
CAPINÓPOLIS - MG,3 GRADAGEM NIVELADORA,142 - PREPARO DE SOLO,TRATOR JOHN DEERE 7230J,62236 - TRATOR JOHN DEERE 7230J,600635 - ZILMAR VILARINHO CORREIA,60.7,1766.1,5.2,12.18,
CAPINÓPOLIS - MG,VINHACA - 1 APLICACAO,301 - TRATORES,TRATOR JOHN DEERE 7230J,62236 - TRATOR JOHN DEERE 7230J,601670 - GUSTAVO FREITAS MORAES VILELA FRANCO,60.7,1516.6,4.0,13.42,
CAPINÓPOLIS - MG,SUBSOLAGEM,141 - CAPINÓPOLIS - FRENTE PREPARO DE SOLO,TRATOR JOHN DEERE 7230J,62229 - TRATOR JOHN DEERE 7230J,999999 - OPERADOR GENÉRICO,60.6,1836.5,5.0,15.53,237.60
CAPINÓPOLIS - MG,SUBSOLAGEM,401 - PREPARO DE SOLO,TRATOR JOHN DEERE 7230J,62219 - TRATOR JOHN DEERE 7230J,'-1 - * não definido *,60.5,1825.4,5.5,19.75,37.28
CAPINÓPOLIS - MG,COLHEITA MEC CANA PICADA - MOAGEM,83 - Frente 3,COLHEDORA JOHN DEERE CH570,62500 - COLHEDORA JOHN DEERE CH570,601671 - JOSE APARECIDO OLIONES NOGUEIRA,60.4,1730.5,4.0,28.47,78.58
CAPINÓPOLIS - MG,COLHEITA MEC CANA PICADA - MOAGEM,201 - FRENTE 4,COLHEDORA JOHN DEERE CH570,62510 - COLHEDORA JOHN DEERE CH570,601547 - LUAN ROBERTO DOS SANTOS,60.1,1962.8,4.9,28.58,58.01
CAPINÓPOLIS - MG,SEMEIO MEC PLANTADEIRA,161 - PLANTIO MECANIZADO,TRATOR JOHN DEERE 6190J,62217 - TRATOR JOHN DEERE 6190J,600859 - WELLINGTON DE ASSIS BERNARDES,60.0,1751.7,5.1,11.18,44.73
CAPINÓPOLIS - MG,AGUA - 1 APLICACAO,84 - FRENTE TRATOS,TRATOR JOHN DEERE 7230J,62244 - TRATOR JOHN DEERE 7230J,359659 - IVAN TARGINO DA SILVA,59.7,,,16.25,
CAPINÓPOLIS - MG,* NÃO DEFINIDO *,201 - FRENTE 4,COLHEDORA JOHN DEERE CH570,62516 - COLHEDORA JOHN DEERE CH570,'-1 - * não definido *,59.6,1990.5,4.9,33.89,68.51
CAPINÓPOLIS - MG,SUBSOLAGEM,401 - PREPARO DE SOLO,TRATOR JOHN DEERE 7230J,62266 - TRATOR JOHN DEERE 7M230,600765 - RODRIGO GOMES VILARINHO,59.6,1798.4,5.1,18.34,159.70
CAPINÓPOLIS - MG,SUBSOLAGEM,142 - PREPARO DE SOLO,TRATOR JOHN DEERE 7230J,62242 - TRATOR JOHN DEERE 7230J,600352 - WELLINGTON JANIO SILVA NORBERTO,59.6,1768.8,5.3,17.71,30.91
CAPINÓPOLIS - MG,PLANTIO MECANIZADO,84 - FRENTE TRATOS,TRATOR JOHN DEERE 7230J,62240 - TRATOR JOHN DEERE 7230J,600765 - RODRIGO GOMES VILARINHO,59.4,,,13.14,
CAPINÓPOLIS - MG,COLHEITA MEC CANA PICADA - MOAGEM,201 - FRENTE 4,COLHEDORA JOHN DEERE CH570,62509 - COLHEDORA JOHN DEERE CH570,601672 - RAFAEL HENRIQUE ARANTES,59.2,1927.1,3.9,33.32,99.83
CAPINÓPOLIS - MG,SUBSOLAGEM,142 - PREPARO DE SOLO,TRATOR JOHN DEERE 7230J,62243 - TRATOR JOHN DEERE 7230J,600259 - EDILSON MIRANDA DA SILVA,59.2,1792.5,4.9,18.99,
CAPINÓPOLIS - MG,PLANTIO MECANIZADO,301 - TRATORES,TRATOR JOHN DEERE 7230J,62252 - TRATOR JOHN DEERE 7230J,359619 - UANDERSON UOSHINTON BATISTA,59.0,1659.4,5.5,15.46,50.27
CAPINÓPOLIS - MG,VINHACA ENRIQ- 1 APLICACAO,84 - FRENTE TRATOS,TRATOR JOHN DEERE 7230J,62218 - TRATOR JOHN DEERE 7230J,600383 - RICARDO RODRIGUES DOS SANTOS,58.9,1825.5,4.5,11.71,
CAPINÓPOLIS - MG,COLHEITA MEC CANA PICADA - MOAGEM,201 - FRENTE 4,COLHEDORA JOHN DEERE CH570,62509 - COLHEDORA JOHN DEERE CH570,601116 - RICARDO TAVARES DO NASCIMENTO,58.8,1882.3,3.7,33.08,101.11
CAPINÓPOLIS - MG,PLANTIO MECANIZADO,261 - PLANTIO PLANTADEIRA,TRATOR JOHN DEERE 7230J,62249 - TRATOR JOHN DEERE 7230J,601171 - CLEIBER CARLOS SILVA,58.7,2000.9,5.5,19.48,39.19
CAPINÓPOLIS - MG,GRADAGEM PESADA,142 - PREPARO DE SOLO,TRATOR JOHN DEERE 7230J,62245 - TRATOR JOHN DEERE 7230J,359665 - LEANDRO LUIS DA SILVA,58.5,1805.8,5.4,18.73,39.89
CAPINÓPOLIS - MG,SUBSOLAGEM,401 - PREPARO DE SOLO,TRATOR JOHN DEERE 7230J,62219 - TRATOR JOHN DEERE 7230J,601662 - PATRICIA GISLAINE SILVESTRE DE SOUZA,58.5,1769.4,4.8,20.18,
CAPINÓPOLIS - MG,VINHACA - 3 APLICACAO,142 - PREPARO DE SOLO,TRATOR JOHN DEERE 7230J,62249 - TRATOR JOHN DEERE 7230J,359910 - JOSE EDVAN LOURENCO,58.2,,,11.47,
CAPINÓPOLIS - MG,* NÃO DEFINIDO *,82 - Frente 2,TRATOR JOHN DEERE 7230J,62246 - TRATOR JOHN DEERE 7230J,999999 - OPERADOR GENÉRICO,58.1,,,12.76,
CAPINÓPOLIS - MG,SUBSOLAGEM,141 - CAPINÓPOLIS - FRENTE PREPARO DE SOLO,TRATOR JOHN DEERE 7230J,62204 - TRATOR JOHN DEERE 7230J,'-1 - * não definido *,57.9,1765.8,5.8,13.01,198.62
CAPINÓPOLIS - MG,COLHEITA MEC CANA PICADA - MOAGEM,81 - Frente 1,COLHEDORA JOHN DEERE CH570,62507 - COLHEDORA JOHN DEERE CH570,601153 - CLAITON EDUARDO MARTINS,57.9,1909.2,4.5,36.40,76.17
CAPINÓPOLIS - MG,COLHEITA MEC CANA PICADA - PLANTIO,83 - Frente 3,COLHEDORA JOHN DEERE CH570,62518 - COLHEDORA JOHN DEERE CH570,'-1 - * não definido *,57.8,1927.1,3.6,29.07,92.96
CAPINÓPOLIS - MG,COLHEITA MEC CANA PICADA - MOAGEM,201 - FRENTE 4,COLHEDORA JOHN DEERE CH570,62507 - COLHEDORA JOHN DEERE CH570,601313 - LUCAS HENRIQUE GARCEZ,57.4,1723.1,3.7,28.89,74.00
CAPINÓPOLIS - MG,IRRIGACAO CONVENCIONAL,381 - APOIO IRRIGAÇÃO CONVENCIONAL,JOHN DEERE 5090E,62207 - TRATOR IRRIGAÇÃO,'-1 - * não definido *,57.0,,,,
CAPINÓPOLIS - MG,COLHEITA MEC CANA PICADA - PLANTIO,341 - FRENTE 5,COLHEDORA JOHN DEERE CH570,62513 - COLHEDORA JOHN DEERE CH570,359698 - GETULIO DE JESUS SANTOS,57.0,1835.0,4.4,32.03,74.31
CAPINÓPOLIS - MG,GRADAGEM PESADA,142 - PREPARO DE SOLO,TRATOR JOHN DEERE 7230J,62242 - TRATOR JOHN DEERE 7230J,600834 - SILENE LEANDRO DOS SANTOS,56.8,1641.8,6.2,14.30,27.71
CAPINÓPOLIS - MG,COLHEITA MEC CANA PICADA - MOAGEM,82 - Frente 2,COLHEDORA JOHN DEERE CH570,62520 - COLHEDORA JOHN DEERE CH570,359653 - GENIVALDO DA SILVA QUEIROZ,56.6,1872.2,4.6,35.63,68.98
CAPINÓPOLIS - MG,COLHEITA MEC CANA PICADA - MOAGEM,81 - Frente 1,COLHEDORA JOHN DEERE CH570,62508 - COLHEDORA JOHN DEERE CH570,601580 - TIAGO ARAUJO DA SILVA,56.5,1757.7,4.1,29.10,162.33
CAPINÓPOLIS - MG,VINHACA ENRIQ- 1 APLICACAO,161 - PLANTIO MECANIZADO,TRATOR JOHN DEERE 7230J,62218 - TRATOR JOHN DEERE 7230J,359872 - GUILHERME APARECIDO RODRIGUES DOS SANTOS,56.4,,,16.05,
CAPINÓPOLIS - MG,SUBSOLAGEM,142 - PREPARO DE SOLO,TRATOR JOHN DEERE 7230J,62238 - TRATOR JOHN DEERE 7230J,600277 - PEDRO HENRIQUE RODRIGUES ZUMBA,56.4,1811.6,4.9,21.01,39.15
CAPINÓPOLIS - MG,COLHEITA MEC CANA PICADA - PLANTIO,201 - FRENTE 4,COLHEDORA JOHN DEERE CH570,62516 - COLHEDORA JOHN DEERE CH570,'-1 - * não definido *,56.4,1992.5,4.1,35.30,153.98
CAPINÓPOLIS - MG,VINHACA - 1 APLICACAO,361 - LOCALIZADA,TRATOR JOHN DEERE 7230J,62218 - TRATOR JOHN DEERE 7230J,'-1 - * não definido *,56.4,1665.6,4.5,9.80,
CAPINÓPOLIS - MG,COLHEITA MEC CANA PICADA - PLANTIO,341 - FRENTE 5,COLHEDORA JOHN DEERE CH570,62513 - COLHEDORA JOHN DEERE CH570,601495 - FLAVIO DOS SANTOS SILVA,56.4,1921.1,4.3,35.06,76.24
CAPINÓPOLIS - MG,COLHEITA MEC CANA PICADA - MOAGEM,82 - Frente 2,COLHEDORA JOHN DEERE CH570,62504 - COLHEDORA JOHN DEERE CH570,601171 - CLEIBER CARLOS SILVA,56.2,1934.4,3.3,28.14,90.18
CAPINÓPOLIS - MG,PLANTIO MECANIZADO,161 - PLANTIO MECANIZADO,TRATOR JOHN DEERE 7230J,62251 - TRATOR JOHN DEERE 7230J,359240 - JORGE LUIS SILVA MATIAS,56.2,,,15.54,
CAPINÓPOLIS - MG,VINHACA ENRIQ- 2 APLICACAO,84 - FRENTE TRATOS,TRATOR JOHN DEERE 7230J,62249 - TRATOR JOHN DEERE 7230J,359829 - ADAO PEDRO APARECIDO DA SILVA,56.1,1708.6,5.5,10.67,15.24
CAPINÓPOLIS - MG,VINHACA - 1 APLICACAO,361 - LOCALIZADA,TRATOR JOHN DEERE 7230J,62219 - TRATOR JOHN DEERE 7230J,601506 - LUIZ OTAVIO ARAUJO BORGES,56.0,1507.1,3.8,11.71,
CAPINÓPOLIS - MG,COLHEITA MEC CANA PICADA - MOAGEM,82 - Frente 2,COLHEDORA JOHN DEERE CH570,62519 - COLHEDORA JOHN DEERE CH570,'-1 - * não definido *,55.9,1859.6,5.5,32.04,58.14
CAPINÓPOLIS - MG,COLHEITA MEC CANA PICADA - MOAGEM,82 - Frente 2,COLHEDORA JOHN DEERE CH570,62512 - COLHEDORA JOHN DEERE CH570,600404 - PAULO FERNANDO DA SILVA,55.9,1718.7,4.1,28.32,75.51
CAPINÓPOLIS - MG,COLHEITA MEC CANA PICADA - PLANTIO,341 - FRENTE 5,COLHEDORA JOHN DEERE CH570,62513 - COLHEDORA JOHN DEERE CH570,600609 - ELISEU ARAUJO DOS SANTOS,55.6,1860.5,4.2,33.91,73.28
CAPINÓPOLIS - MG,COLHEITA MEC CANA PICADA - MOAGEM,83 - Frente 3,COLHEDORA JOHN DEERE CH570,62509 - COLHEDORA JOHN DEERE CH570,601007 - LUIS FERNANDO DA SILVA ANDRADE,55.4,1957.3,5.0,32.20,79.01
CAPINÓPOLIS - MG,VINHACA ENRIQ- 1 APLICACAO,81 - Frente 1,TRATOR JOHN DEERE 7230J,62237 - TRATOR JOHN DEERE 7230J,359653 - GENIVALDO DA SILVA QUEIROZ,55.3,1884.6,3.4,13.22,16.34
CAPINÓPOLIS - MG,SULCAGEM,182 - PREPARO DE SOLO,TRATOR JOHN DEERE 7230J,62248 - TRATOR JOHN DEERE 7230J,999999 - OPERADOR GENÉRICO,55.3,1681.4,4.8,17.05,112.79
CAPINÓPOLIS - MG,COLHEITA MEC CANA PICADA - MOAGEM,81 - Frente 1,COLHEDORA JOHN DEERE CH570,62521 - COLHEDORA JOHN DEERE CH570,359872 - GUILHERME APARECIDO RODRIGUES DOS SANTOS,55.2,1837.5,3.8,31.38,107.76
CAPINÓPOLIS - MG,VINHACA ENRIQ- 1 APLICACAO,81 - Frente 1,TRATOR JOHN DEERE 7230J,62237 - TRATOR JOHN DEERE 7230J,359664 - ELIELSON ALMEIDA DOS SANTOS,55.2,1934.0,3.5,10.87,15.77
CAPINÓPOLIS - MG,COLHEITA MEC CANA PICADA - MOAGEM,81 - Frente 1,COLHEDORA JOHN DEERE CH570,62521 - COLHEDORA JOHN DEERE CH570,359526 - CLAUDIO JOSE DA SILVA,55.2,1901.9,5.6,36.14,59.02
CAPINÓPOLIS - MG,AGUA ENRIQ- 1 APLICACAO,84 - FRENTE TRATOS,TRATOR JOHN DEERE 7230J,62238 - TRATOR JOHN DEERE 7230J,600277 - PEDRO HENRIQUE RODRIGUES ZUMBA,55.2,1803.9,3.4,11.09,11.84
CAPINÓPOLIS - MG,GRADAGEM PESADA,182 - PREPARO DE SOLO,TRATOR JOHN DEERE 7230J,62242 - TRATOR JOHN DEERE 7230J,600874 - GERALDO FERREIRA DA SILVA NETO,55.0,1837.1,7.9,11.59,66.66
CAPINÓPOLIS - MG,VINHACA - 1 APLICACAO,361 - LOCALIZADA,TRATOR JOHN DEERE 7230J,62219 - TRATOR JOHN DEERE 7230J,601670 - GUSTAVO FREITAS MORAES VILELA FRANCO,54.6,1521.3,4.1,10.96,
CAPINÓPOLIS - MG,GRADAGEM PESADA,401 - PREPARO DE SOLO,TRATOR JOHN DEERE 7230J,62263 - TRATOR JOHN DEERE 7M230,359659 - IVAN TARGINO DA SILVA,54.5,1664.9,5.3,23.29,27.40
CAPINÓPOLIS - MG,* NÃO DEFINIDO *,182 - PREPARO DE SOLO,TRATOR JOHN DEERE 7230J,62232 - TRATOR JOHN DEERE 7230J,601174 - PEDRO HENRIQUE RAMOS RODRIGUES,54.5,1736.1,10.2,13.91,
CAPINÓPOLIS - MG,GRADAGEM PESADA,142 - PREPARO DE SOLO,TRATOR JOHN DEERE 7230J,62229 - TRATOR JOHN DEERE 7230J,601058 - GILCLEBERSON FRETIAS SANTOS,54.4,1875.7,5.2,21.23,38.68
CAPINÓPOLIS - MG,COLHEITA MEC CANA PICADA - MOAGEM,341 - FRENTE 5,COLHEDORA JOHN DEERE CH570,62506 - COLHEDORA JOHN DEERE CH570,20163 - GUSTAVO HENRIQUE MARTINS ROCHA,54.3,1709.8,4.6,29.85,63.28
CAPINÓPOLIS - MG,COLHEITA MEC CANA PICADA - MOAGEM,201 - FRENTE 4,COLHEDORA JOHN DEERE CH570,62502 - COLHEDORA JOHN DEERE CH570,601547 - LUAN ROBERTO DOS SANTOS,54.3,1783.3,3.9,30.99,98.21
CAPINÓPOLIS - MG,PLANTIO MECANIZADO,161 - PLANTIO MECANIZADO,TRATOR JOHN DEERE 7230J,62237 - TRATOR JOHN DEERE 7230J,359774 - GIRVAINE JOSE TEODORO,54.2,1965.0,5.5,20.09,36.79
CAPINÓPOLIS - MG,COLHEITA MEC CANA PICADA - MOAGEM,82 - Frente 2,COLHEDORA JOHN DEERE CH570,62503 - COLHEDORA JOHN DEERE CH570,600950 - ISAAC GABRIEL REZENDE BEZERRA,54.1,1766.1,4.4,29.98,67.36
CAPINÓPOLIS - MG,SUBSOLAGEM,401 - PREPARO DE SOLO,TRATOR JOHN DEERE 7230J,62266 - TRATOR JOHN DEERE 7M230,600259 - EDILSON MIRANDA DA SILVA,54.1,1808.1,4.7,24.10,46.87
CAPINÓPOLIS - MG,SEMEIO MEC PLANTADEIRA,241 - CAPINÓPOLIS - PLANTIO MECANIZADO (DISTRIBUIDORA),TRATOR JOHN DEERE 6190J,62215 - TRATOR JOHN DEERE 6190J,601531 - RENE SOUTO DE BRITO,53.7,1716.7,5.5,13.64,
CAPINÓPOLIS - MG,PLANTIO MECANIZADO,161 - PLANTIO MECANIZADO,TRATOR JOHN DEERE 7230J,62237 - TRATOR JOHN DEERE 7230J,359916 - JOSE ELIAS DOS SANTOS,53.4,2137.1,5.6,20.48,40.16
CAPINÓPOLIS - MG,SULCAGEM,182 - PREPARO DE SOLO,TRATOR JOHN DEERE 7230J,62242 - TRATOR JOHN DEERE 7230J,359699 - EURIPEDES MATIAS DA COSTA,53.2,1601.8,4.8,19.48,53.76
CAPINÓPOLIS - MG,PLANTIO MECANIZADO,161 - PLANTIO MECANIZADO,TRATOR JOHN DEERE 7230J,62252 - TRATOR JOHN DEERE 7230J,359605 - LEANDRO RIBEIRO DA SILVEIRA,53.2,1729.4,5.2,15.91,142.16
CAPINÓPOLIS - MG,SEMEIO MEC PLANTADEIRA,161 - PLANTIO MECANIZADO,TRATOR JOHN DEERE 6190J,62250 - TRATOR JOHN DEERE 6190J,600404 - PAULO FERNANDO DA SILVA,53.2,1917.8,4.9,11.21,53.21
CAPINÓPOLIS - MG,COLHEITA MEC CANA PICADA - MOAGEM,82 - Frente 2,COLHEDORA JOHN DEERE CH570,62510 - COLHEDORA JOHN DEERE CH570,600404 - PAULO FERNANDO DA SILVA,53.1,1755.8,3.8,24.65,62.89
CAPINÓPOLIS - MG,PLANTIO MECANIZADO,261 - PLANTIO PLANTADEIRA,TRATOR JOHN DEERE 7230J,62252 - TRATOR JOHN DEERE 7230J,359357 - JOSE CARLOS DE ARAUJO SILVA,52.5,1691.0,5.7,16.78,31.25
CAPINÓPOLIS - MG,GRADAGEM PESADA,401 - PREPARO DE SOLO,TRATOR JOHN DEERE 7230J,62263 - TRATOR JOHN DEERE 7M230,359829 - ADAO PEDRO APARECIDO DA SILVA,52.5,1667.8,5.1,26.05,33.85
CAPINÓPOLIS - MG,GRADAGEM PESADA,182 - PREPARO DE SOLO,TRATOR JOHN DEERE 7230J,62242 - TRATOR JOHN DEERE 7230J,600401 - GENIVALDO MESSIAS DOS SANTOS,52.5,1771.0,7.3,12.65,61.22
CAPINÓPOLIS - MG,COLHEITA MEC CANA PICADA - MOAGEM,82 - Frente 2,COLHEDORA JOHN DEERE CH570,62501 - COLHEDORA JOHN DEERE CH570,600763 - RIVANILDO ANDRE DE LIMA,52.3,1881.8,4.9,33.80,82.01
